"district","date","cases","deaths"
"Nowshero Feroze","2021-11-11","0","0"
"Sanghar","2021-11-11","0","0"
"Shaheed Banazir Abad","2021-11-11","0","0"
"Shikarpur","2021-11-11","0","0"
"Karachi South","2021-11-11","14","0"
"Sujawal","2021-11-11","0","0"
"Sukkur","2021-11-11","0","0"
"Tando Allahyar","2021-11-11","7","0"
"Tando Muhammad Khan","2021-11-11","14","0"
"Tharparkar","2021-11-11","12","0"
"Thatta","2021-11-11","0","0"
"Umerkot","2021-11-11","8","0"
"Karachi West","2021-11-11","0","0"
"Badin","2021-11-12","0","0"
"Karachi Central","2021-11-12","1","0"
"Dadu","2021-11-12","0","0"
"Karachi East","2021-11-12","11","0"
"Ghotki","2021-11-12","0","0"
"Hyderabad","2021-11-12","0","0"
"Jacobabad","2021-11-12","0","0"
"Jamshoro","2021-11-12","0","0"
"Shahdadkot","2021-11-12","1","0"
"Korangi","2021-11-12","3","0"
"Kashmore","2021-11-12","0","0"
"Khairpur","2021-11-12","1","0"
"Larkana","2021-11-12","0","0"
"Karachi Malir","2021-11-12","5","1"
"Matiari","2021-11-12","0","0"
"Mirpurkhas","2021-11-12","0","0"
"Nowshero Feroze","2021-11-12","0","0"
"Sanghar","2021-11-12","0","0"
"Shaheed Banazir Abad","2021-11-12","1","0"
"Shikarpur","2021-11-12","0","0"
"Karachi South","2021-11-12","3","0"
"Sujawal","2021-11-12","0","0"
"Sukkur","2021-11-12","1","0"
"Tando Allahyar","2021-11-12","0","0"
"Tando Muhammad Khan","2021-11-12","0","0"
"Tharparkar","2021-11-12","0","0"
"Thatta","2021-11-12","0","0"
"Umerkot","2021-11-12","0","0"
"Karachi West","2021-11-12","0","0"
"Badin","2021-11-13","0","0"
"Karachi Central","2021-11-13","5","0"
"Dadu","2021-11-13","1","0"
"Karachi East","2021-11-13","24","1"
"Ghotki","2021-11-13","2","0"
"Hyderabad","2021-11-13","5","1"
"Jacobabad","2021-11-13","0","0"
"Jamshoro","2021-11-13","0","0"
"Shahdadkot","2021-11-13","1","0"
"Korangi","2021-11-13","3","0"
"Kashmore","2021-11-13","0","0"
"Khairpur","2021-11-13","0","0"
"Larkana","2021-11-13","0","0"
"Karachi Malir","2021-11-13","1","0"
"Matiari","2021-11-13","0","0"
"Mirpurkhas","2021-11-13","0","0"
"Nowshero Feroze","2021-11-13","0","0"
"Sanghar","2021-11-13","0","0"
"Shaheed Banazir Abad","2021-11-13","1","0"
"Shikarpur","2021-11-13","0","0"
"Karachi South","2021-11-13","23","0"
"Sujawal","2021-11-13","0","0"
"Sukkur","2021-11-13","0","0"
"Tando Allahyar","2021-11-13","0","0"
"Tando Muhammad Khan","2021-11-13","0","0"
"Tharparkar","2021-11-13","0","0"
"Thatta","2021-11-13","0","0"
"Umerkot","2021-11-13","0","0"
"Karachi West","2021-11-13","1","1"
"Badin","2021-11-14","0","0"
"Karachi Central","2021-11-14","6","0"
"Dadu","2021-11-14","0","0"
"Karachi East","2021-11-14","17","0"
"Ghotki","2021-11-14","1","0"
"Hyderabad","2021-11-14","1","0"
"Jacobabad","2021-11-14","0","0"
"Jamshoro","2021-11-14","1","0"
"Shahdadkot","2021-11-14","0","0"
"Korangi","2021-11-14","0","0"
"Kashmore","2021-11-14","1","0"
"Khairpur","2021-11-14","2","0"
"Larkana","2021-11-14","0","0"
"Karachi Malir","2021-11-14","1","0"
"Matiari","2021-11-14","0","0"
"Mirpurkhas","2021-11-14","1","0"
"Nowshero Feroze","2021-11-14","1","0"
"Sanghar","2021-11-14","0","0"
"Shaheed Banazir Abad","2021-11-14","0","0"
"Shikarpur","2021-11-14","0","0"
"Karachi South","2021-11-14","12","0"
"Sujawal","2021-11-14","0","0"
"Sukkur","2021-11-14","0","0"
"Tando Allahyar","2021-11-14","0","0"
"Tando Muhammad Khan","2021-11-14","1","0"
"Tharparkar","2021-11-14","0","0"
"Thatta","2021-11-14","0","0"
"Umerkot","2021-11-14","0","0"
"Karachi West","2021-11-14","2","0"
"Badin","2021-11-15","1","0"
"Karachi Central","2021-11-15","2","0"
"Dadu","2021-11-15","0","0"
"Karachi East","2021-11-15","15","0"
"Ghotki","2021-11-15","0","0"
"Hyderabad","2021-11-15","7","0"
"Jacobabad","2021-11-15","0","0"
"Jamshoro","2021-11-15","0","0"
"Shahdadkot","2021-11-15","0","0"
"Korangi","2021-11-15","0","0"
"Kashmore","2021-11-15","0","0"
"Khairpur","2021-11-15","0","0"
"Larkana","2021-11-15","2","0"
"Karachi Malir","2021-11-15","3","0"
"Matiari","2021-11-15","0","0"
"Mirpurkhas","2021-11-15","0","0"
"Nowshero Feroze","2021-11-15","0","0"
"Sanghar","2021-11-15","1","0"
"Shaheed Banazir Abad","2021-11-15","0","0"
"Shikarpur","2021-11-15","0","0"
"Karachi South","2021-11-15","12","0"
"Sujawal","2021-11-15","0","0"
"Sukkur","2021-11-15","0","0"
"Tando Allahyar","2021-11-15","0","0"
"Tando Muhammad Khan","2021-11-15","0","0"
"Tharparkar","2021-11-15","0","0"
"Thatta","2021-11-15","0","0"
"Umerkot","2021-11-15","0","0"
"Karachi West","2021-11-15","0","0"
"Badin","2021-11-16","1","0"
"Karachi Central","2021-11-16","2","0"
"Dadu","2021-11-16","1","0"
"Karachi East","2021-11-16","10","0"
"Ghotki","2021-11-16","0","0"
"Hyderabad","2021-11-16","4","0"
"Jacobabad","2021-11-16","0","0"
"Jamshoro","2021-11-16","0","0"
"Shahdadkot","2021-11-16","1","0"
"Korangi","2021-11-16","5","0"
"Kashmore","2021-11-16","1","0"
"Khairpur","2021-11-16","0","0"
"Larkana","2021-11-16","0","0"
"Karachi Malir","2021-11-16","1","0"
"Matiari","2021-11-16","0","0"
"Mirpurkhas","2021-11-16","0","0"
"Nowshero Feroze","2021-11-16","0","0"
"Sanghar","2021-11-16","0","0"
"Shaheed Banazir Abad","2021-11-16","0","0"
"Shikarpur","2021-11-16","0","0"
"Karachi South","2021-11-16","12","0"
"Sujawal","2021-11-16","0","0"
"Sukkur","2021-11-16","0","0"
"Tando Allahyar","2021-11-16","0","0"
"Tando Muhammad Khan","2021-11-16","0","0"
"Tharparkar","2021-11-16","0","0"
"Thatta","2021-11-16","0","0"
"Umerkot","2021-11-16","0","0"
"Karachi West","2021-11-16","1","1"
"Badin","2021-11-17","1","0"
"Karachi Central","2021-11-17","5","0"
"Dadu","2021-11-17","0","0"
"Karachi East","2021-11-17","25","0"
"Ghotki","2021-11-17","0","0"
"Hyderabad","2021-11-17","31","0"
"Jacobabad","2021-11-17","0","0"
"Jamshoro","2021-11-17","30","0"
"Shahdadkot","2021-11-17","0","0"
"Korangi","2021-11-17","1","1"
"Kashmore","2021-11-17","0","0"
"Khairpur","2021-11-17","2","0"
"Larkana","2021-11-17","11","0"
"Karachi Malir","2021-11-17","4","0"
"Matiari","2021-11-17","0","0"
"Mirpurkhas","2021-11-17","13","0"
"Nowshero Feroze","2021-11-17","0","0"
"Sanghar","2021-11-17","16","0"
"Shaheed Banazir Abad","2021-11-17","20","0"
"Shikarpur","2021-11-17","0","0"
"Karachi South","2021-11-17","23","2"
"Sujawal","2021-11-17","34","0"
"Sukkur","2021-11-17","1","0"
"Tando Allahyar","2021-11-17","12","0"
"Tando Muhammad Khan","2021-11-17","7","0"
"Tharparkar","2021-11-17","11","0"
"Thatta","2021-11-17","13","0"
"Umerkot","2021-11-17","8","0"
"Karachi West","2021-11-17","0","0"
"Badin","2021-11-18","14","0"
"Karachi Central","2021-11-18","2","0"
"Dadu","2021-11-18","0","0"
"Karachi East","2021-11-18","15","1"
"Ghotki","2021-11-18","0","0"
"Hyderabad","2021-11-18","41","0"
"Jacobabad","2021-11-18","1","0"
"Jamshoro","2021-11-18","9","0"
"Shahdadkot","2021-11-18","2","0"
"Korangi","2021-11-18","4","0"
"Kashmore","2021-11-18","0","0"
"Khairpur","2021-11-18","0","0"
"Larkana","2021-11-18","6","0"
"Karachi Malir","2021-11-18","1","0"
"Matiari","2021-11-18","14","0"
"Mirpurkhas","2021-11-18","12","0"
"Nowshero Feroze","2021-11-18","10","0"
"Sanghar","2021-11-18","13","0"
"Shaheed Banazir Abad","2021-11-18","10","0"
"Shikarpur","2021-11-18","0","0"
"Karachi South","2021-11-18","6","1"
"Sujawal","2021-11-18","17","0"
"Sukkur","2021-11-18","1","0"
"Tando Allahyar","2021-11-18","6","0"
"Tando Muhammad Khan","2021-11-18","4","0"
"Tharparkar","2021-11-18","8","0"
"Thatta","2021-11-18","0","0"
"Umerkot","2021-11-18","7","0"
"Karachi West","2021-11-18","3","0"
"Badin","2021-11-19","3","0"
"Karachi Central","2021-11-19","1","0"
"Dadu","2021-11-19","0","0"
"Karachi East","2021-11-19","10","0"
"Ghotki","2021-11-19","1","0"
"Hyderabad","2021-11-19","23","0"
"Jacobabad","2021-11-19","0","0"
"Jamshoro","2021-11-19","0","0"
"Shahdadkot","2021-11-19","0","0"
"Korangi","2021-11-19","2","0"
"Kashmore","2021-11-19","0","0"
"Khairpur","2021-11-19","0","0"
"Larkana","2021-11-19","4","0"
"Karachi Malir","2021-11-19","0","0"
"Matiari","2021-11-19","7","0"
"Mirpurkhas","2021-11-19","3","0"
"Nowshero Feroze","2021-11-19","16","0"
"Sanghar","2021-11-19","12","0"
"Shaheed Banazir Abad","2021-11-19","18","0"
"Shikarpur","2021-11-19","0","0"
"Karachi South","2021-11-19","3","0"
"Sujawal","2021-11-19","12","0"
"Sukkur","2021-11-19","0","0"
"Tando Allahyar","2021-11-19","4","0"
"Tando Muhammad Khan","2021-11-19","7","0"
"Tharparkar","2021-11-19","8","0"
"Thatta","2021-11-19","11","0"
"Umerkot","2021-11-19","5","0"
"Karachi West","2021-11-19","1","0"
"Badin","2021-11-20","0","0"
"Karachi Central","2021-11-20","1","0"
"Dadu","2021-11-20","13","0"
"Karachi East","2021-11-20","16","0"
"Ghotki","2021-11-20","0","0"
"Hyderabad","2021-11-20","22","0"
"Jacobabad","2021-11-20","0","0"
"Jamshoro","2021-11-20","7","0"
"Shahdadkot","2021-11-20","0","0"
"Korangi","2021-11-20","1","0"
"Kashmore","2021-11-20","0","0"
"Khairpur","2021-11-20","0","0"
"Larkana","2021-11-20","9","0"
"Karachi Malir","2021-11-20","1","0"
"Matiari","2021-11-20","0","0"
"Mirpurkhas","2021-11-20","7","0"
"Nowshero Feroze","2021-11-20","0","0"
"Sanghar","2021-11-20","8","0"
"Shaheed Banazir Abad","2021-11-20","15","0"
"Shikarpur","2021-11-20","0","0"
"Karachi South","2021-11-20","12","0"
"Sujawal","2021-11-20","0","0"
"Sukkur","2021-11-20","0","0"
"Tando Allahyar","2021-11-20","11","0"
"Tando Muhammad Khan","2021-11-20","4","0"
"Tharparkar","2021-11-20","8","0"
"Thatta","2021-11-20","0","0"
"Umerkot","2021-11-20","4","0"
"Karachi West","2021-11-20","1","0"
"Badin","2021-11-21","8","0"
"Karachi Central","2021-11-21","1","0"
"Dadu","2021-11-21","10","0"
"Karachi East","2021-11-21","11","0"
"Ghotki","2021-11-21","0","0"
"Hyderabad","2021-11-21","20","0"
"Jacobabad","2021-11-21","0","0"
"Jamshoro","2021-11-21","16","0"
"Shahdadkot","2021-11-21","0","0"
"Korangi","2021-11-21","2","0"
"Kashmore","2021-11-21","0","0"
"Khairpur","2021-11-21","0","0"
"Larkana","2021-11-21","5","0"
"Karachi Malir","2021-11-21","2","0"
"Matiari","2021-11-21","12","0"
"Mirpurkhas","2021-11-21","2","0"
"Nowshero Feroze","2021-11-21","11","0"
"Sanghar","2021-11-21","14","0"
"Shaheed Banazir Abad","2021-11-21","0","0"
"Shikarpur","2021-11-21","0","0"
"Karachi South","2021-11-21","9","0"
"Sujawal","2021-11-21","14","0"
"Sukkur","2021-11-21","2","0"
"Tando Allahyar","2021-11-21","6","0"
"Tando Muhammad Khan","2021-11-21","13","0"
"Tharparkar","2021-11-21","7","0"
"Thatta","2021-11-21","10","0"
"Umerkot","2021-11-21","5","0"
"Karachi West","2021-11-21","0","0"
"Badin","2021-11-22","8","0"
"Karachi Central","2021-11-22","4","0"
"Dadu","2021-11-22","10","0"
"Karachi East","2021-11-22","13","0"
"Ghotki","2021-11-22","0","0"
"Hyderabad","2021-11-22","44","0"
"Jacobabad","2021-11-22","0","0"
"Jamshoro","2021-11-22","0","0"
"Shahdadkot","2021-11-22","0","0"
"Korangi","2021-11-22","1","0"
"Kashmore","2021-11-22","0","0"
"Khairpur","2021-11-22","0","0"
"Larkana","2021-11-22","5","0"
"Karachi Malir","2021-11-22","0","0"
"Matiari","2021-11-22","11","0"
"Mirpurkhas","2021-11-22","2","0"
"Nowshero Feroze","2021-11-22","10","0"
"Sanghar","2021-11-22","14","0"
"Shaheed Banazir Abad","2021-11-22","18","0"
"Shikarpur","2021-11-22","0","0"
"Karachi South","2021-11-22","4","0"
"Sujawal","2021-11-22","6","0"
"Sukkur","2021-11-22","0","0"
"Tando Allahyar","2021-11-22","4","0"
"Tando Muhammad Khan","2021-11-22","0","0"
"Tharparkar","2021-11-22","4","0"
"Thatta","2021-11-22","0","0"
"Umerkot","2021-11-22","4","0"
"Karachi West","2021-11-22","0","0"
